precipitation_probability,temperature_c,wind_speed_mps,humidity_percent,cloudiness_percent,pressure_hpa,precipitation_mm,flood_label
18.0,1.0,3.5,80.4,75.0,1008.6,1.2,0
30.8,9.2,4.9,100.0,94.2,1028.6,0.0,0
28.3,9.3,7.7,100.0,92.1,1016.8,1.8,0
12.6,4.2,0.0,74.2,60.8,1026.7,0.0,0
7.7,3.5,8.9,72.2,74.4,999.0,0.0,0
33.3,8.0,9.0,88.0,100.0,995.2,0.0,1
22.8,9.0,7.0,88.3,100.0,1028.5,0.0,0
17.8,8.7,9.0,100.0,97.2,984.5,0.0,1
47.4,5.4,5.4,98.9,100.0,1016.2,0.5,1
29.8,3.7,2.5,93.4,75.0,1004.2,0.7,0
54.2,5.3,6.8,77.6,70.0,1010.9,0.0,0
36.0,4.9,5.8,92.6,70.0,1020.2,0.0,0
19.8,6.2,9.4,79.1,31.6,1010.7,0.0,0
38.3,7.3,7.1,100.0,100.0,1026.8,0.7,1
30.3,8.5,13.3,86.0,75.0,971.0,0.2,1
29.7,7.4,12.4,95.7,100.0,1010.4,0.4,1
17.5,5.3,8.5,91.3,87.5,1018.2,0.0,0
22.7,8.0,7.9,92.0,100.0,1026.0,0.0,0
6.6,4.9,7.9,59.0,30.5,1011.7,0.0,0
24.5,9.2,6.9,93.6,100.0,1016.4,0.1,0
18.0,6.9,10.5,99.2,100.0,1014.9,0.1,1
9.4,5.3,3.8,75.6,100.0,1013.8,0.0,0
26.4,8.2,8.5,97.9,100.0,991.2,0.0,1
44.0,10.3,6.7,83.9,100.0,1025.6,2.1,0
26.8,3.1,6.3,79.1,69.5,990.0,0.0,0
12.6,8.5,7.4,90.9,97.6,1030.3,0.0,0
26.2,8.0,7.9,86.8,100.0,995.7,0.0,1
6.8,5.1,7.2,79.9,6.1,1029.3,0.0,0
32.1,1.9,5.9,92.1,100.0,1001.2,0.1,1
20.6,8.7,7.6,81.5,100.0,1002.6,0.0,0
38.5,5.8,6.0,100.0,75.0,1014.4,0.6,0
13.3,1.7,0.0,72.1,24.0,1026.5,0.0,0
30.0,8.2,7.9,100.0,100.0,1016.1,0.1,1
29.2,9.0,9.0,100.0,55.3,1027.8,0.0,0
41.4,5.8,5.5,85.4,75.0,1013.6,0.4,0
33.6,8.5,10.7,94.4,99.7,1010.9,0.3,0
10.7,1.3,1.3,66.4,15.2,1028.3,0.0,0
14.4,2.4,8.7,71.3,90.2,989.9,0.0,0
35.4,5.0,9.4,70.0,75.0,1002.3,1.3,0
10.5,2.1,2.0,89.0,28.5,1020.7,0.0,0
7.3,9.2,11.9,63.4,47.6,1003.0,0.0,0
20.4,8.2,7.3,98.2,100.0,1022.0,0.0,1
48.3,6.2,5.4,100.0,95.9,1020.3,0.0,1
20.1,3.0,0.9,75.6,75.0,1014.9,0.6,0
13.6,3.5,11.0,74.4,63.7,994.8,0.0,0
21.4,6.9,11.3,64.0,40.2,1011.7,0.0,0
30.0,5.2,12.7,100.0,100.0,1007.6,0.1,1
21.4,8.9,8.7,98.0,100.0,1026.0,0.0,1
28.3,3.9,10.0,92.8,100.0,998.3,0.0,1
11.0,5.3,9.8,76.3,25.5,1013.6,0.0,0
12.9,9.2,6.5,82.6,100.0,1023.7,0.0,0
20.9,5.1,7.0,100.0,70.0,1029.1,0.0,0
25.6,8.9,6.1,100.0,100.0,1030.3,0.0,1
31.9,9.5,6.9,100.0,100.0,1017.7,0.4,1
8.2,5.2,3.6,79.9,32.8,1029.4,0.0,0
11.7,7.7,4.7,91.0,100.0,1023.8,0.0,0
24.2,9.2,11.9,100.0,100.0,985.2,0.0,1
46.4,4.1,9.8,100.0,100.0,1005.2,0.3,1
23.4,7.3,10.0,95.8,100.0,1021.8,1.0,1
27.6,9.0,8.3,89.5,92.0,1021.0,0.5,0
16.6,8.8,3.2,94.2,89.0,1034.5,0.0,0
48.9,9.9,9.5,100.0,96.2,1005.1,7.0,1
39.0,7.4,10.9,100.0,100.0,1018.6,0.2,1
35.3,4.7,2.3,86.7,100.0,1015.1,0.0,0
14.6,7.0,6.5,78.4,100.0,1024.4,0.0,0
10.4,5.8,8.0,98.9,100.0,1014.4,0.0,1
29.9,2.9,9.3,98.3,95.0,999.9,0.0,1
32.4,10.2,8.1,99.8,100.0,1023.6,1.0,1
23.6,10.1,7.6,93.0,100.0,1024.7,0.0,0
7.1,7.5,15.1,54.9,14.7,1006.8,0.0,0
45.8,8.7,7.2,100.0,100.0,1011.5,4.3,1
18.4,8.7,6.8,97.9,100.0,1018.1,0.0,1
16.8,2.6,5.9,82.0,81.9,1022.2,0.0,0
31.4,3.0,8.8,100.0,100.0,995.7,1.1,1
33.5,8.1,7.8,100.0,100.0,1022.1,1.3,1
34.6,8.2,9.0,100.0,93.8,1012.6,0.2,0
41.6,8.8,7.4,100.0,100.0,1022.5,2.2,1
20.5,7.9,8.2,88.2,100.0,1027.0,0.0,0
13.3,5.9,12.1,95.2,98.8,1023.9,0.0,1
38.7,7.5,8.4,100.0,100.0,1011.7,2.0,1
39.4,10.1,12.0,97.9,100.0,1018.3,0.0,1
33.3,5.6,15.0,97.5,87.7,982.9,0.0,1
39.6,7.1,10.5,89.0,100.0,976.4,2.7,1
21.4,9.2,5.8,95.6,100.0,1014.9,0.0,1
28.9,8.6,3.7,96.3,100.0,1024.3,0.0,1
13.0,9.3,7.2,90.5,89.3,1030.0,0.0,0
26.6,3.8,8.0,100.0,100.0,1019.0,0.8,1
5.8,8.6,6.0,94.6,83.4,1031.6,0.0,0
13.2,10.6,6.8,93.5,82.2,1020.5,0.0,0
6.2,8.8,6.5,85.6,93.6,1039.0,0.0,0
25.5,5.4,9.8,78.6,39.9,1011.8,0.0,0
3.1,4.1,4.1,61.4,28.5,1018.6,0.0,0
30.2,9.4,5.1,100.0,100.0,1037.2,0.0,1
32.4,4.0,11.9,100.0,93.6,1008.8,0.0,1
20.0,0.8,0.8,75.8,96.2,1011.2,0.0,0
22.8,8.2,16.4,100.0,11.8,984.5,0.0,1
12.9,7.6,15.8,86.3,14.9,986.5,0.0,1
19.3,8.3,11.4,100.0,100.0,1007.9,0.2,1
18.5,8.1,4.7,99.3,91.2,1029.8,0.0,0
13.6,4.7,5.8,73.7,49.6,1011.4,0.0,0
19.8,10.0,4.0,91.9,100.0,1023.5,0.0,0
27.0,6.6,2.9,100.0,100.0,1035.3,0.0,1
24.5,5.8,11.7,100.0,100.0,1016.7,0.2,1
26.8,2.2,4.8,100.0,82.8,995.7,0.1,1
36.0,9.5,6.8,100.0,100.0,1028.8,0.7,1
18.0,3.9,5.9,77.5,100.0,1005.4,1.2,0
8.2,8.6,11.7,71.7,25.1,1016.0,0.0,0
30.5,9.7,8.2,100.0,100.0,1016.3,0.0,1
14.1,2.3,9.2,80.1,85.4,993.1,0.0,0
28.4,9.1,8.8,91.3,100.0,1023.2,0.0,0
18.6,4.8,4.0,78.4,100.0,1010.0,0.0,0
16.1,3.4,7.6,80.3,59.3,986.9,0.0,0
39.8,7.4,7.5,100.0,100.0,1026.7,0.7,1
41.7,1.8,2.4,91.3,100.0,1016.9,2.0,0
17.2,8.1,6.5,95.6,95.6,1031.4,0.0,1
22.0,8.1,8.4,95.0,100.0,992.1,0.0,1
48.6,9.3,6.4,100.0,100.0,1030.5,0.0,1
17.7,5.2,7.7,53.4,100.0,1004.8,0.0,0
5.4,2.1,0.0,71.4,81.4,1022.4,0.0,0
0.0,9.2,6.2,80.2,97.6,1040.6,0.0,0
18.3,6.1,1.8,84.0,87.5,1018.4,0.0,0
40.5,8.5,7.4,100.0,100.0,1025.5,0.4,1
36.1,6.9,10.2,95.3,98.2,1017.8,0.7,1
26.8,2.1,9.7,92.8,87.0,1003.4,0.0,0
35.5,4.0,9.6,100.0,100.0,997.3,0.6,1
8.0,8.7,8.5,99.9,96.0,1035.4,0.0,1
16.7,10.8,8.0,92.6,100.0,1014.3,0.0,0
42.8,3.3,1.6,91.9,100.0,1005.3,0.0,0
9.2,8.2,8.4,90.8,98.2,1020.8,0.0,0
10.8,10.7,12.1,61.9,39.0,995.6,0.0,0
17.4,10.4,7.9,96.5,90.0,1024.9,0.0,0
20.5,6.4,8.6,73.7,88.4,1019.6,0.0,0
13.2,6.5,5.7,95.5,82.9,1007.4,0.0,0
17.9,8.7,6.0,100.0,100.0,1029.2,0.0,1
20.3,9.9,10.4,85.1,93.8,1018.1,0.0,0
17.1,9.9,6.3,98.1,88.0,1026.2,0.0,0
35.1,3.1,14.0,97.6,100.0,987.7,0.2,1
0.0,9.4,8.0,93.8,98.8,1028.9,0.0,0
15.4,6.0,8.2,84.4,87.6,1019.3,0.0,0
9.0,4.9,3.3,73.3,38.5,1024.3,0.0,0
48.2,6.8,9.4,91.6,100.0,992.4,1.9,1
10.6,9.4,8.6,93.8,56.7,1028.9,0.0,0
18.0,8.8,7.9,98.7,85.2,1027.4,0.0,0
20.7,4.2,3.1,85.7,89.8,1024.9,0.0,0
12.0,9.4,8.3,100.0,100.0,1022.9,0.0,1
21.9,5.0,3.0,76.4,94.1,1000.7,0.0,0
15.8,5.2,5.0,67.8,100.0,1011.8,0.0,0
28.1,7.4,10.2,100.0,100.0,1011.7,1.9,1
29.5,7.6,10.2,85.9,92.3,1006.8,0.0,0
22.8,6.3,4.6,64.1,83.0,1014.2,0.0,0
25.5,9.1,8.0,100.0,100.0,1032.0,0.3,1
26.6,7.4,9.6,77.5,100.0,1004.2,0.0,0
37.3,7.2,6.1,92.6,100.0,1023.2,2.2,0
6.0,5.6,3.7,78.8,34.2,1026.4,0.0,0
12.5,1.7,0.0,78.4,25.6,1018.8,0.0,0
11.5,7.1,3.0,81.6,43.9,1031.7,0.0,0
34.8,9.3,9.7,88.7,100.0,1006.9,0.1,0
13.5,2.5,2.0,76.5,74.4,1020.6,0.0,0
25.2,4.0,7.2,83.7,100.0,1007.3,0.0,0
17.8,5.5,5.2,90.5,82.8,1011.8,0.0,0
5.0,5.2,6.0,83.4,100.0,1002.0,0.0,0
14.4,2.4,4.9,76.2,92.9,1021.1,0.0,0
18.4,5.5,8.1,60.6,90.0,1016.8,0.0,0
28.9,8.6,7.5,91.3,100.0,1025.1,0.0,0
52.4,9.5,10.9,90.5,100.0,1025.3,0.0,0
22.2,9.5,6.3,96.1,53.7,1024.4,0.0,0
9.0,8.5,7.0,96.6,100.0,1034.7,0.0,1
18.4,6.4,0.0,94.7,52.3,1016.1,0.0,0
19.1,7.8,2.6,94.7,93.9,1012.9,0.0,0
13.6,7.0,6.7,100.0,100.0,1021.4,0.0,1
18.7,9.3,9.7,88.0,99.1,982.4,0.0,1
21.2,8.6,5.8,90.7,100.0,1026.4,0.0,0
16.7,0.5,0.8,79.7,59.2,1019.0,0.0,0
20.2,6.5,12.0,91.4,92.6,1018.0,0.7,0
26.9,4.6,7.4,95.8,100.0,999.3,0.3,1
6.3,5.4,2.8,81.2,100.0,1012.3,0.0,0
18.4,9.3,4.5,95.1,100.0,1024.9,0.0,1
25.9,9.3,11.9,100.0,100.0,1005.2,0.1,1
3.5,8.1,6.6,94.9,100.0,1024.3,0.0,0
26.4,8.2,8.3,95.5,93.8,1030.5,0.0,0
21.2,8.4,10.6,94.3,89.3,1015.2,0.0,0
27.4,8.0,8.4,100.0,100.0,1020.7,5.3,1
16.9,8.2,8.7,94.2,100.0,1025.1,0.0,0
9.9,2.5,1.3,81.4,56.0,1023.3,0.0,0
22.5,10.4,10.1,72.8,100.0,1023.4,0.0,0
21.3,6.6,6.2,77.9,100.0,1021.2,0.0,0
39.3,9.8,10.4,92.4,88.4,1024.5,0.0,0
23.9,5.8,5.8,94.7,100.0,1016.3,0.0,0
52.5,8.4,7.2,100.0,100.0,1015.8,0.0,1
37.7,7.8,9.0,90.3,100.0,1024.3,2.0,0
40.4,9.9,6.6,98.7,100.0,1026.0,0.0,1
34.7,6.6,4.0,82.8,96.9,1011.8,0.0,0
43.7,6.6,11.4,90.0,100.0,1012.0,3.2,0
20.4,9.0,10.3,99.9,92.2,1019.3,0.0,1
21.5,6.1,4.0,75.6,91.1,1015.5,0.0,0
8.1,6.0,6.6,79.3,39.2,1022.2,0.0,0
16.8,8.7,8.4,100.0,49.9,1025.1,0.0,0
37.5,11.5,8.8,100.0,92.3,983.4,0.3,1
41.8,5.1,11.0,94.7,100.0,991.1,1.1,1
14.7,5.4,9.7,77.3,48.3,1013.7,0.0,0
42.7,9.1,8.6,100.0,100.0,1021.8,0.0,1
11.8,6.7,8.1,67.2,83.6,1009.1,0.0,0
6.9,3.3,2.5,72.7,97.6,1018.7,0.0,0
20.9,9.1,4.6,100.0,100.0,1040.7,0.0,1
14.7,7.5,7.6,84.9,99.0,992.5,0.0,1
19.2,7.1,5.8,100.0,100.0,1023.1,0.0,1
7.9,6.0,6.4,76.1,100.0,1022.8,0.0,0
21.3,5.5,2.1,81.0,71.4,1021.2,0.0,0
19.3,8.7,8.0,67.0,74.9,1007.4,0.0,0
29.3,8.8,15.0,100.0,75.0,989.8,0.1,1
27.4,8.3,8.6,98.5,100.0,1019.8,2.2,1
24.2,8.6,6.0,100.0,96.0,1035.7,0.0,1
18.0,5.5,11.6,100.0,78.7,1021.3,0.5,0
30.1,7.1,11.0,99.8,100.0,1018.5,0.3,1
30.9,8.2,6.0,100.0,100.0,1022.7,1.0,1
36.7,4.4,9.8,94.5,100.0,1013.3,0.7,0
18.0,6.0,6.1,88.7,75.0,1001.3,0.3,0
17.0,4.3,0.0,79.3,85.8,1012.7,0.0,0
11.4,4.1,3.3,94.4,78.1,1000.2,0.0,0
25.1,8.2,9.7,63.4,100.0,1012.7,0.0,0
15.2,10.1,15.8,67.9,49.4,991.9,0.0,1
22.8,6.8,13.3,95.7,99.4,1020.9,0.0,1
13.4,5.3,5.5,76.5,99.3,1011.7,0.0,0
10.4,5.7,8.8,63.4,100.0,1021.3,0.0,0
19.9,11.2,9.7,91.9,100.0,1017.9,0.0,0
16.7,7.3,6.2,100.0,94.5,995.7,0.0,1
28.9,8.8,5.3,100.0,100.0,1017.6,1.4,1
19.4,6.1,6.9,57.0,100.0,1017.6,0.0,0
14.3,5.7,6.4,55.3,78.6,999.3,0.0,0
25.0,8.9,5.4,100.0,100.0,1021.3,0.0,1
17.8,8.2,10.5,72.4,74.4,1006.0,0.0,0
20.8,7.7,6.3,98.9,100.0,1031.3,0.0,1
14.7,8.6,12.2,47.8,79.9,1002.0,0.0,0
29.4,6.0,2.0,66.3,100.0,1003.9,0.0,0
28.4,7.8,8.4,100.0,100.0,1024.3,0.0,1
4.9,6.9,8.1,88.6,91.4,1020.5,0.0,0
7.6,8.5,6.2,100.0,100.0,1026.1,0.0,1
38.3,4.1,7.7,100.0,100.0,983.0,2.3,1
44.4,9.2,7.8,94.3,100.0,1029.2,3.9,0
6.6,8.3,5.1,83.5,100.0,1023.3,0.0,0
3.0,4.4,1.5,91.5,4.7,1026.3,0.0,0
16.5,5.8,15.5,100.0,97.7,985.3,0.0,1
18.1,7.4,7.3,80.0,75.8,1008.8,0.0,0
14.7,6.6,8.7,99.8,100.0,1034.4,0.0,1
25.5,9.8,9.0,73.7,89.8,993.3,0.0,0
41.2,9.9,8.2,97.4,100.0,987.5,1.6,1
27.1,6.3,3.9,91.7,100.0,1011.9,2.0,0
11.9,6.1,7.9,63.4,46.7,1015.1,0.0,0
21.0,4.6,8.0,70.0,100.0,999.8,0.9,0
18.0,4.9,6.7,71.7,100.0,1010.0,0.5,0
35.0,5.2,4.9,86.1,100.0,1013.8,0.0,0
19.5,9.5,5.5,100.0,100.0,1028.2,0.0,1
2.7,1.4,0.8,68.8,13.8,1018.9,0.0,0
18.2,5.7,5.0,74.7,72.7,1009.8,0.0,0
12.8,10.3,7.3,100.0,86.6,1026.4,0.0,0
17.9,9.0,8.9,88.5,100.0,1026.6,0.0,0
5.9,3.5,0.0,72.6,29.8,1024.0,0.0,0
20.1,10.6,5.8,96.3,100.0,1026.1,0.9,1
35.8,8.4,9.0,100.0,100.0,1022.0,1.8,1
13.5,5.6,14.8,56.6,27.9,1006.0,0.0,0
22.3,4.2,9.6,70.3,75.0,999.2,0.3,0
15.8,9.1,8.8,94.2,95.3,1028.2,0.0,0
14.4,4.5,0.8,94.8,71.8,1020.0,0.0,0
43.2,3.6,11.7,100.0,100.0,995.2,0.9,1
10.6,7.5,12.2,86.1,57.7,987.9,0.0,1
0.0,9.0,7.5,88.1,56.6,1025.1,0.0,0
20.9,9.7,16.7,76.1,40.1,999.3,0.0,0
21.3,4.4,0.9,79.4,90.9,1016.0,0.0,0
13.8,4.6,9.7,63.4,63.6,990.5,0.0,0
14.2,8.1,6.5,93.1,100.0,1028.9,0.0,0
40.7,7.4,14.2,100.0,75.0,974.3,0.2,1
25.2,10.3,7.1,89.0,85.1,1027.8,0.0,0
5.6,6.0,9.1,68.9,53.4,1008.5,0.0,0
14.8,8.9,10.0,81.9,100.0,1012.0,0.0,0
11.5,4.5,2.7,75.5,92.4,1006.6,0.0,0
53.5,6.9,5.0,100.0,100.0,1022.3,0.0,1
26.5,6.7,15.6,70.0,75.0,1006.7,0.5,0
20.4,7.4,13.1,71.4,90.7,991.5,0.0,1
27.0,1.7,0.7,95.8,75.0,1020.7,1.1,0
0.0,7.1,15.9,60.6,31.7,1002.4,0.0,0
24.3,7.0,4.0,87.6,88.2,1036.5,0.0,0
8.7,9.2,9.7,95.3,95.1,1016.3,0.0,1
21.3,9.1,10.3,77.4,75.5,984.3,0.0,0
25.0,3.7,9.7,100.0,100.0,1014.2,0.2,1
20.3,7.6,6.0,100.0,100.0,1027.3,0.0,1
27.1,8.0,10.9,100.0,93.5,997.8,0.0,1
5.8,4.2,7.8,70.7,48.1,988.4,0.0,0
11.3,6.2,5.4,76.1,31.9,1020.7,0.0,0
16.0,6.3,9.5,79.2,71.4,1013.4,0.0,0
52.4,5.9,9.3,98.9,100.0,1005.4,0.7,1
12.0,4.4,5.6,73.7,100.0,1009.6,0.0,0
30.8,8.3,7.0,100.0,100.0,1014.8,1.9,1
19.0,5.4,10.5,100.0,76.6,1023.6,0.0,0
11.3,7.8,7.0,84.7,49.4,1031.8,0.0,0
9.6,5.0,6.8,54.9,35.0,1010.2,0.0,0
20.5,1.9,1.3,100.0,75.0,1012.9,0.7,0
26.0,5.6,6.7,69.1,98.3,1016.3,0.0,0
10.5,10.0,15.2,62.7,45.1,988.8,0.0,1
34.2,5.0,4.9,78.2,100.0,1004.8,0.1,0
18.0,3.6,1.2,87.7,75.0,1011.6,0.3,0
18.6,4.9,3.8,72.0,100.0,1007.4,0.0,0
14.3,10.8,9.5,100.0,100.0,1022.7,0.0,1
27.4,8.8,6.9,100.0,100.0,1027.4,0.0,1
29.4,10.0,8.9,86.5,100.0,1021.2,0.0,0
35.2,6.2,12.7,100.0,100.0,1009.8,1.5,1
4.7,9.5,7.7,100.0,78.2,1025.0,0.0,0
15.5,8.3,5.8,87.3,100.0,1014.2,0.0,0
17.4,9.3,7.3,100.0,81.6,1022.2,0.0,0
11.5,3.8,2.2,85.2,27.4,1024.4,0.0,0
32.6,4.3,6.2,100.0,100.0,998.1,1.3,1
23.9,9.4,10.4,78.3,100.0,979.3,0.0,1
11.8,5.1,7.8,62.3,43.0,1003.2,0.0,0
24.9,7.5,8.3,90.0,94.4,1022.6,0.0,0
18.4,9.0,6.4,96.9,100.0,1034.9,0.0,1
12.2,9.5,9.3,94.8,95.1,990.6,0.0,1
9.4,9.8,9.8,90.1,87.4,1029.1,0.0,0
7.3,5.7,4.9,68.2,100.0,1012.9,0.0,0
29.1,5.4,0.1,98.4,75.0,1014.1,0.3,0
21.6,9.8,5.8,100.0,90.3,1020.3,1.1,0
24.0,8.6,8.4,95.6,100.0,1024.5,0.0,1
21.7,5.1,7.2,88.1,100.0,993.5,0.0,1
33.4,5.3,5.9,89.0,75.0,996.2,0.8,0
43.8,5.5,5.3,78.7,100.0,1007.7,0.0,0
26.1,7.1,9.3,81.5,94.0,1021.6,0.0,0
24.9,9.0,9.6,100.0,90.8,1021.3,0.1,0
17.6,8.8,7.8,86.7,81.2,1033.1,0.0,0
12.5,8.5,6.9,87.5,85.2,1023.6,0.0,0
15.0,4.8,5.4,58.5,4.0,1008.1,0.0,0
19.4,5.5,2.4,70.0,100.0,1011.9,0.1,0
20.1,7.6,8.3,87.3,94.9,1029.1,0.0,0
23.7,7.4,10.6,100.0,100.0,1006.1,0.1,1
13.6,8.9,9.0,91.7,92.3,1029.9,0.0,0
20.6,4.8,0.0,75.1,97.1,1011.4,0.0,0
6.0,8.2,4.2,94.7,95.2,1029.0,0.0,0
22.3,8.9,5.4,100.0,100.0,1028.5,0.0,1
23.3,7.7,9.8,97.3,100.0,1024.4,0.0,1
2.6,8.0,7.3,91.6,100.0,1024.8,0.0,0
11.3,8.9,4.8,79.7,96.1,1038.2,0.0,0
29.9,8.2,7.8,96.2,100.0,1014.3,0.2,1
21.7,4.7,2.8,77.6,100.0,1016.3,0.0,0
16.4,4.7,6.4,93.2,100.0,1004.0,0.0,1
18.0,10.6,10.4,100.0,83.5,1028.3,1.0,0
19.2,2.9,3.0,77.0,100.0,1025.6,0.0,0
19.8,6.5,8.9,66.4,98.1,1006.2,0.0,0
21.1,7.2,5.0,95.5,100.0,1029.9,0.0,1
19.1,9.5,11.0,89.3,85.5,1024.5,0.0,0
3.7,6.0,9.4,77.2,23.0,991.6,0.0,0
31.4,6.5,9.3,100.0,100.0,1016.6,0.2,1
22.7,4.5,3.3,91.0,100.0,1023.2,0.0,0
20.5,6.7,5.7,85.5,99.4,1004.1,0.0,1
21.0,10.3,7.6,97.7,100.0,1033.3,0.0,1
15.7,4.4,3.1,67.9,80.4,1005.4,0.0,0
19.8,8.8,7.6,100.0,97.9,1025.9,0.0,1
15.6,5.8,5.7,61.7,88.3,1007.4,0.0,0
16.6,10.2,6.0,89.5,98.5,1023.9,0.0,0
27.3,5.2,6.8,100.0,89.8,1012.7,0.0,0
14.0,5.9,10.4,72.5,45.9,1020.2,0.0,0
16.4,7.0,8.4,92.6,100.0,1013.2,0.0,0
22.3,7.7,10.0,60.9,100.0,1003.3,0.0,0
18.0,3.7,2.2,87.1,62.8,1010.6,0.0,0
31.0,8.5,8.2,100.0,100.0,1022.5,0.5,1
12.6,7.9,9.7,88.5,100.0,1015.5,0.0,0
18.0,3.1,0.7,87.9,100.0,1020.1,0.2,0
48.1,4.8,9.8,85.4,100.0,1002.6,0.0,1
12.5,7.1,6.4,85.5,95.5,1025.4,0.0,0
26.4,6.0,4.2,100.0,93.7,1007.1,0.1,0
22.4,9.4,8.1,89.1,100.0,1019.2,0.0,0
10.3,8.8,9.2,92.6,95.9,1031.8,0.0,0
23.5,9.9,10.4,93.3,94.1,1013.8,0.0,0
20.1,6.6,5.1,80.9,100.0,1004.5,0.0,0
20.2,2.1,0.7,75.4,39.8,1023.2,0.0,0
16.3,7.2,9.2,100.0,100.0,1030.1,0.0,1
27.2,4.0,4.5,98.5,100.0,998.5,0.0,1
21.8,10.2,14.7,78.7,46.4,999.5,0.0,0
18.3,4.2,1.9,72.2,100.0,1025.2,0.0,0
20.8,1.0,3.9,89.5,75.0,1027.9,2.3,0
0.0,3.6,0.0,81.4,21.1,1020.6,0.0,0
28.7,8.8,14.6,100.0,75.0,975.0,0.1,1
17.4,8.3,5.8,100.0,73.2,1028.7,0.0,0
37.5,7.4,9.7,100.0,99.8,1012.3,1.2,1
20.0,4.9,7.1,74.2,100.0,1009.9,0.0,0
18.0,7.2,6.8,100.0,100.0,1021.3,0.2,1
37.5,1.3,2.2,73.3,100.0,1017.1,0.8,0
23.8,10.4,21.3,70.0,75.0,998.6,1.3,0
15.7,4.6,5.7,90.6,100.0,999.0,0.0,1
10.5,5.0,9.4,75.8,61.0,994.8,0.0,0
42.0,6.6,8.6,100.0,100.0,1003.9,0.6,1
24.8,10.0,7.1,88.5,90.9,1020.8,0.0,0
23.1,5.0,4.5,99.9,96.8,1017.5,0.0,1
41.6,4.7,5.9,100.0,100.0,1011.4,0.0,1
8.3,2.7,0.0,79.2,70.7,1028.9,0.0,0
23.4,6.1,7.8,76.9,90.5,1017.0,0.0,0
19.6,5.1,8.4,80.9,85.5,992.4,0.0,0
36.9,8.4,5.7,100.0,100.0,1017.8,0.1,1
8.0,6.5,5.6,80.5,100.0,1018.1,0.0,0
36.1,10.5,8.9,82.1,100.0,1018.4,0.5,0
26.3,11.7,5.8,96.0,100.0,1026.3,0.4,1
5.9,4.3,3.7,66.6,84.6,1023.8,0.0,0
35.3,1.2,1.5,85.8,95.0,1009.0,0.7,0
10.2,6.6,11.4,64.2,33.5,1007.2,0.0,0
20.9,9.3,7.8,100.0,92.8,1029.3,0.0,0
22.0,7.5,11.0,83.2,100.0,1020.7,0.5,0
22.1,8.0,8.1,86.5,99.0,1027.1,0.0,0
25.4,9.5,8.1,92.4,81.4,1030.0,0.0,0
39.0,5.7,10.6,77.9,100.0,1014.1,0.4,0
13.7,8.4,6.8,100.0,93.9,1027.6,0.0,0
18.8,9.3,6.0,85.7,94.4,1032.9,0.0,0
10.3,5.9,3.8,73.0,100.0,1005.4,0.0,0
23.2,6.8,13.3,97.3,91.7,1020.1,0.0,1
26.0,6.2,7.0,92.2,97.2,1022.2,0.0,0
22.3,8.2,10.7,88.7,98.0,1010.7,0.0,0
19.7,5.5,1.8,88.4,95.2,1008.4,0.0,0
16.7,3.8,1.2,86.1,48.4,1017.3,0.0,0
23.4,2.8,5.6,70.9,99.4,1012.5,0.0,0
20.9,3.7,0.2,91.3,72.0,1017.9,0.0,0
27.3,2.4,1.6,88.7,96.0,1018.6,0.0,0
30.0,9.5,9.7,94.3,95.9,1021.8,0.0,0
17.7,9.3,6.4,90.8,100.0,1028.3,0.0,0
12.1,5.9,1.4,65.6,90.3,1011.3,0.0,0
33.2,4.5,13.7,82.8,75.0,991.4,0.6,0
43.4,7.3,9.0,100.0,100.0,1007.0,0.5,1
25.7,9.1,5.8,100.0,100.0,1032.6,0.0,1
12.8,2.4,8.0,80.2,78.0,1001.1,0.0,0
29.6,10.9,10.4,100.0,100.0,1031.0,0.3,1
6.6,3.6,4.8,86.5,22.3,1024.4,0.0,0
8.7,6.1,2.7,69.7,38.3,1024.9,0.0,0
21.1,10.8,7.7,100.0,100.0,1025.8,0.0,1
24.5,9.3,7.6,97.5,86.2,1027.4,0.0,0
9.3,2.3,0.9,81.4,26.9,1028.4,0.0,0
23.8,5.9,9.0,68.2,100.0,1003.0,0.0,0
28.8,4.2,5.9,73.5,100.0,1012.7,0.0,0
18.3,9.4,8.2,100.0,100.0,1033.6,0.0,1
21.5,6.9,0.4,89.0,100.0,1013.7,0.0,0
15.9,7.2,7.0,83.7,96.4,1024.8,0.0,0
13.1,9.6,8.7,89.1,100.0,1018.9,0.0,0
9.1,5.9,9.7,66.3,44.3,1007.9,0.0,0
8.7,8.1,15.4,89.8,34.7,1004.5,0.0,1
32.5,8.3,6.5,85.6,100.0,1029.9,0.0,0
19.0,4.8,4.4,85.8,100.0,1008.7,0.0,0
3.2,5.7,4.4,82.2,23.6,1023.0,0.0,0
22.1,7.0,5.7,79.4,86.1,1020.6,0.0,0
17.5,8.5,10.5,86.2,88.4,1005.2,0.0,0
13.5,10.5,3.7,72.0,95.6,1035.9,0.0,0
25.0,3.6,10.2,78.8,74.7,994.5,0.0,0
18.4,4.1,6.8,64.4,81.4,1011.0,0.0,0
15.3,8.8,8.4,91.3,100.0,1026.4,0.0,0
33.0,9.3,9.0,100.0,100.0,1011.5,1.0,1
18.5,6.2,1.1,78.5,81.2,995.1,0.0,0
28.8,6.7,3.5,90.2,100.0,1020.4,0.0,0
8.7,5.1,3.4,78.1,31.3,1024.1,0.0,0
17.7,8.8,9.4,100.0,96.0,1023.1,0.0,1
